x_solarhour,x_sun_alt,x_lat,v0_solarhour,v0_sun_alt,v0_lat,v0_solarhour_glm,v0_sun_alt_glm,v0_lat_glm,v45_solarhour,v45_sun_alt,v45_lat,v45_solarhour_glm,v45_sun_alt_glm,v45_lat_glm,v50_solarhour,v50_sun_alt,v50_lat,v50_solarhour_glm,v50_sun_alt_glm,v50_lat_glm,v65_solarhour,v65_sun_alt,v65_lat,v65_solarhour_glm,v65_sun_alt_glm,v65_lat_glm,v25_solarhour,v25_sun_alt,v25_lat,v25_solarhour_glm,v25_sun_alt_glm,v25_lat_glm
20.623115577889447,64.67336683417085,64.67336683417085,0.038686802352328,0.0041612697142167,0.0056861329814271,0.0382961969112082,0.0051155975444336,8.533189739176033e-05,0.0084000135959751,0.0031424621286016,0.0052105156424506,0.0054471344158053,0.0037622676483599,7.860475693266307e-05,0.0061834727710585,0.0028208545600931,0.0051323918561769,0.0033461797048475,0.0034091383583544,7.716102927760813e-05,0.0017278950351956,0.0022383579273819,0.004395610396068,0.0003538970849896,0.0026540333056167,6.841180403169571e-05,0.024355237332597514,0.004158284389078196,0.00581748281358981,0.021773557111450237,0.005156520139956199,9.092720322236722e-05
20.74371859296482,65.57788944723617,65.57788944723617,0.0390122133364533,0.0040266411719904,0.0056858187509367,0.0386590651445614,0.0049484981341333,4.658861218279108e-05,0.0088449427639214,0.0030273092626885,0.0052010334125208,0.0058981990269777,0.0036138848812885,4.300480096264685e-05,0.0065251421137971,0.0027140253139934,0.0051129736369176,0.0036750045740375,0.0032843068236776,4.218055926190066e-05,0.0018326852299858,0.002112858659856,0.0043477847517143,0.0004206755328113,0.0025145893416109,3.7422082052721234e-05,0.025115376439418823,0.004022473010024274,0.005821483026786678,0.0226712756439374,0.005007430602755247,4.953915575945912e-05
20.8643216080402,66.4824120603015,66.4824120603015,0.0393361335732444,0.0038893930070689,0.0056851945339497,0.0390215919065742,0.0047764552214366,2.432034148265289e-05,0.0093239898703752,0.002912094565586,0.0051895840896482,0.006385846796736,0.0034671775343407,2.25055141224211e-05,0.0068985051189028,0.0026086184959212,0.0050931649521723,0.0040379139582369,0.0031602889854444,2.205249150861568e-05,0.0019515649620133,0.0019908994258654,0.0043013172369509,0.000499733536452,0.0023764778665977,1.9577390893161663e-05,0.025892232842143155,0.0038826442545143738,0.005823612811210054,0.023593151260836318,0.0048528319202897465,2.5800562321126366e-05
20.984924623115578,67.38693467336685,67.38693467336685,0.0396579879761257,0.0037500021874713,0.005684657417572,0.039382968411219,0.0046000165292756,1.2132570113757092e-05,0.0098382029778226,0.0027971878707342,0.0051755216510713,0.0069112060163926,0.0033235790649566,1.126014676543467e-05,0.0073055591197876,0.0025042354418015,0.0050727757260842,0.0044373344164021,0.0030366725319166,1.1021090043223493e-05,0.002086586397216,0.001872432170772,0.0042562064080079,0.0005931318035419,0.0022398668564324,9.790325862129771e-06,0.026684331457878685,0.0037395273904315823,0.005823880458618606,0.02453704300256058,0.004691680731421083,1.2839202956148949e-05
21.105527638190953,68.29145728643218,68.29145728643218,0.0399773398875135,0.003609004958707,0.0056847164296534,0.0397424432356637,0.0044201773561878,5.781346077689371e-06,0.0103885193106225,0.0026829606911545,0.0051585940621876,0.0074753067818478,0.0031842532202318,5.383771206965596e-06,0.0077482769769462,0.0024005387134724,0.0050514796880367,0.0048756317535435,0.0029129328056064,5.2629684973898205e-06,0.002240063467497,0.0017574562624008,0.0042125055106198,0.0007032292072361,0.0021049785713398,4.678065572969819e-06,0.027490179025630057,0.0035941490805951066,0.005822607612315346,0.025500599193090258,0.004523673184382102,6.102430163908022e-06
21.22613065326633,69.1959798994975,69.1959798994975,0.0402938568310263,0.0034669344737432,0.0056859361326777,0.040099333142746,0.0042383335475429,2.6303998866129665e-06,0.0109757655483318,0.0025696605708875,0.0051389502841143,0.0080790879023701,0.0030498094245893,2.4589084347169666e-06,0.0082285743554318,0.0022972667937986,0.0050289008296705,0.0053550745220941,0.0027885164723792,2.40058514451064e-06,0.0024145926444954,0.0016460049172055,0.0041702404405314,0.0008327136242756,0.0019720742958123,2.1349878586066985e-06,0.028308241997539167,0.003447662605751544,0.005820362241279897,0.026481256701198427,0.004349398831197085,2.769312653838675e-06
21.346733668341706,70.10050251256283,70.10050251256283,0.0406072749055652,0.0033242606698382,0.0056888660710824,0.040453037688952,0.0040560869117658,1.1422869450031692e-06,0.0116006618400299,0.002457322907886,0.0051170661320802,0.008723404820506,0.0029201257230538,1.072396796230123e-06,0.0087482755028463,0.002194230666124,0.0050047472579948,0.0058777988891768,0.0026629409429844,1.0455475508230309e-06,0.0026130715404189,0.0015381165449385,0.0041293260081203,0.0009846317579009,0.0018414627297097,9.303276939356512e-07,0.02913692724207511,0.00330114590710881,0.005817829489219604,0.027476249174802746,0.004170248392245965,1.1995319482893712e-06
21.467336683417084,71.00502512562815,71.00502512562815,0.0409173650928353,0.0031813389055065,0.00569396838147,0.0408030559248046,0.003874969664492,4.733153951430677e-07,0.0122638285713311,0.0023457476700184,0.0050936152424605,0.0094090372592812,0.0027943405699933,4.464635309735103e-07,0.0093090790394154,0.0020912979662909,0.004978940127178,0.0064457760177163,0.0025358826314468,4.346977132779778e-07,0.002838713892091,0.0014338082404469,0.0040895189288118,0.0011624162275227,0.0017135324374306,3.869500808798045e-07,0.029974567858743188,0.0031554221720192146,0.005815677666496987,0.02848262530250397,0.003988123484556773,4.957964947308412e-07
21.587939698492463,71.90954773869348,71.90954773869348,0.0412239042717047,0.0030383726934623,0.0057015501859005,0.0411490030292777,0.0036961726232201,1.8707867486132333e-07,0.0129657945508375,0.0022345455199332,0.0050693280873157,0.0101366953199691,0.0026710188325873,1.7738107765030238e-07,0.00991252537627,0.0019883721537295,0.0049516853701546,0.0070607830462795,0.0024072276776173,1.7247975780670736e-07,0.0030950593884506,0.00133306643742,0.0040504326190974,0.0013699078557893,0.0015887911665624,1.535792626175516e-07,0.030819416032142603,0.003010945967864772,0.0058144724770860315,0.029497277650117268,0.003805043754506864,1.9549723994514783e-07
21.708542713567837,72.8140703517588,72.8140703517588,0.0415266528979758,0.0028953964809327,0.0057117025803816,0.0414906242575979,0.0035203491689675,7.051560882404912e-08,0.0137070050199754,0.0021232357446343,0.0050448830055731,0.0109070228307261,0.0025484417662339,6.7236416772882e-08,0.0105599673637131,0.001885373552325,0.0049234588413449,0.007724378616219,0.0022770729270239,6.529771904749419e-08,0.0033859767922689,0.0012358602073632,0.0040116145308241,0.0016113707969775,0.0014678832901907,5.8151412273039815e-08,0.03166964425526156,0.002867775969965838,0.005814661790669987,0.030516981919742486,0.0036227591689103004,7.352377059458129e-08
