lat,50,55,60,65,68
-5.500000000000000000e+01,8.904111910321614864e-01,8.785591503155715243e-01,7.468775493938274446e-01,6.816347164228671041e-01,6.483184906507200029e-01
-5.444723618090452533e+01,8.924285623867164174e-01,8.795695902167722791e-01,7.511629002191879678e-01,6.870558460286244618e-01,6.531804047571804217e-01
-5.389447236180904355e+01,8.945077633351009583e-01,8.802872271017477823e-01,7.553615929703262344e-01,6.924899881491662912e-01,6.581907886855593581e-01
-5.334170854271356887e+01,8.966387533384437836e-01,8.807368720078072588e-01,7.594667819442693091e-01,6.979073985633714727e-01,6.633684978748992656e-01
-5.278894472361808710e+01,8.988097234199541319e-01,8.809567205204300588e-01,7.634749594727680000e-01,7.032809107139101901e-01,6.687220852383071179e-01
-5.223618090452261242e+01,9.010069692698093879e-01,8.809962957459627209e-01,7.673837555683149514e-01,7.085881950379462335e-01,6.742483632707022556e-01
-5.168341708542713775e+01,9.032151985788152704e-01,8.809138941279132107e-01,7.711902846550667823e-01,7.138137044722741020e-01,6.799322442306480196e-01
-5.113065326633165597e+01,9.054182624612083785e-01,8.807736693727887811e-01,7.748902962209830436e-01,7.189501336702983636e-01,6.857478505904949229e-01
-5.057788944723618130e+01,9.076002158723478486e-01,8.806424878274744517e-01,7.784782278636986907e-01,7.239992529529978293e-01,6.916607097711567897e-01
-5.002512562814070662e+01,9.097465377616450466e-01,8.805866831614945767e-01,7.819480904688821399e-01,7.289720152980664336e-01,6.976306999209797022e-01
-4.947236180904522485e+01,9.118452953685447504e-01,8.806688338759295354e-01,7.852949635162050912e-01,7.338878775506677554e-01,7.036153222990978451e-01
-4.891959798994975017e+01,9.138880297749794046e-01,8.809446876755879785e-01,7.885167680308282634e-01,7.387733289848156248e-01,7.095728566800165726e-01
-4.836683417085427550e+01,9.158701743971553455e-01,8.814603634357476292e-01,7.916159330246583803e-01,7.436596839724495256e-01,7.154650124459814853e-01
-4.781407035175879372e+01,9.177908886935887134e-01,8.822499724701821089e-01,7.946005865206650087e-01,7.485802700031854995e-01,7.212588090416306441e-01
-4.726130653266331905e+01,9.196522831886863036e-01,8.833338108571108238e-01,7.974849818443110472e-01,7.535672218124978006e-01,7.269275819593485899e-01
-4.670854271356783727e+01,9.214581124611608276e-01,8.847172761292234622e-01,8.002890008168865865e-01,7.586481660312665021e-01,7.324511825752806349e-01
-4.615577889447236259e+01,9.232121032907175673e-01,8.863906464639462746e-01,8.030367364047020784e-01,7.638431342610398911e-01,7.378155875073463266e-01
-4.560301507537688792e+01,9.249161518413071548e-01,8.883298218267373647e-01,8.057543217798719404e-01,7.691620610820347759e-01,7.430122255976339130e-01
-4.505025125628140614e+01,9.265686573502595058e-01,8.904980612201377488e-01,8.084673132229529546e-01,7.746031957125126821e-01,7.480373488593450304e-01
-4.449748743718593147e+01,9.281632563458878105e-01,8.928486604232716006e-01,8.111980269386929177e-01,7.801526770091314900e-01,7.528917138219892724e-01
-4.394472361809044969e+01,9.296881817181300578e-01,8.953284087314857809e-01,8.139632582376483683e-01,7.857853954112695716e-01,7.575807146834286909e-01
-4.339195979899497502e+01,9.311263996753542660e-01,8.978815553588475051e-01,8.167727693941012612e-01,7.914671061200677649e-01,7.621149472963756333e-01
-4.283919597989950034e+01,9.324565823906690865e-01,9.004539246499805305e-01,8.196288251206602649e-01,7.971575874731642308e-01,7.665110203762480756e-01
-4.228643216080402567e+01,9.336548650284206552e-01,9.029967634248664554e-01,8.225268980511294403e-01,8.028144843756376270e-01,7.707923057617612761e-01
-4.173366834170854389e+01,9.346972250110602287e-01,9.054699004060037248e-01,8.254574853780684007e-01,8.083973663076885474e-01,7.749892641580016228e-01
-4.118090452261306211e+01,9.355622225769464340e-01,9.078438564920683351e-01,8.284088007795924469e-01,8.138714853802307969e-01,7.791390128437363227e-01
-4.062814070351758744e+01,9.362337693254304538e-01,9.101006652143653897e-01,8.313699616811571769e-01,8.192107545945874758e-01,7.832839148240808846e-01
-4.007537688442211277e+01,9.367035586984118201e-01,9.122333323450069198e-01,8.343342042419821247e-01,8.243995788362221688e-01,7.874691434849750982e-01
-3.952261306532663809e+01,9.369728087903721470e-01,9.142440582945069449e-01,8.373016416428578079e-01,8.294333455618648765e-01,7.917393774658183503e-01
-3.896984924623115631e+01,9.370530367379621417e-01,9.161415344166120578e-01,8.402811380116417261e-01,8.343175901771326952e-01,7.961349654446681079e-01
-3.841708542713568164e+01,9.369657001924875939e-01,9.179377702560225227e-01,8.432909913380498557e-01,8.390660562131337930e-01,8.006880314119300124e-01
-3.786432160804019986e+01,9.367406911032022387e-01,9.196449836005093914e-01,8.463582843049093363e-01,8.436980347294226190e-01,8.054190412823277745e-01
-3.731155778894472519e+01,9.364138289056144204e-01,9.212730710120259348e-01,8.495169456682705178e-01,8.482354593569126910e-01,8.103343124079062099e-01
-3.675879396984925052e+01,9.360236486801829514e-01,9.228280720484036692e-01,8.528047380648672293e-01,8.527002348136681897e-01,8.154248285461012102e-01
-3.620603015075376874e+01,9.356078900185023084e-01,9.243118620077690473e-01,8.562595252675910817e-01,8.571121872077792636e-01,8.206665493509566200e-01
-3.565326633165829406e+01,9.352001448102559289e-01,9.257230874405579790e-01,8.599152542591329551e-01,8.614878624797346340e-01,8.260222094250349034e-01
-3.510050251256281229e+01,9.348271071374990582e-01,9.270591363256766027e-01,8.637981062367100504e-01,8.658401993027913246e-01,8.314444214650977827e-01
-3.454773869346733761e+01,9.345067878410152629e-01,9.283187517064679373e-01,8.679232275382655626e-01,8.701789080432341672e-01,8.368797578149611560e-01
-3.399497487437186294e+01,9.342479232666972555e-01,9.295047865407797261e-01,8.722923578573295034e-01,8.745112412516811151e-01,8.422733992018890392e-01
-3.344221105527638827e+01,9.340506437822934105e-01,9.306265766392507466e-01,8.768925471953421535e-01,8.788427770192808186e-01,8.475739096494028235e-01
-3.288944723618090649e+01,9.339082986317429613e-01,9.317014780673948948e-01,8.816960163993031729e-01,8.831778699434084112e-01,8.527377128668274242e-01
-3.233668341708542471e+01,9.338101842370091221e-01,9.327552585792695528e-01,8.866610898390704376e-01,8.875195487118223703e-01,8.577328928162372135e-01
-3.178391959798995003e+01,9.337448129296319621e-01,9.338212205059349680e-01,8.917340299799885184e-01,8.918688260375616794e-01,8.625420051622723072e-01
-3.123115577889447536e+01,9.337033000610990285e-01,9.349381304885671096e-01,8.968515429875000278e-01,8.962235913802749643e-01,8.671636578254439121e-01
-3.067839195979899714e+01,9.336824427731525988e-01,9.361472065959157707e-01,9.019437053462107112e-01,9.005774285857677253e-01,8.716126960341190610e-01
-3.012562814070351891e+01,9.336871090323325406e-01,9.374885404004309475e-01,9.069370795907060190e-01,9.049187935529490190e-01,8.759189142968161201e-01
-2.957286432160804424e+01,9.337316409718542376e-01,9.389973962577723432e-01,9.117578326118688237e-01,9.092309718889926007e-01,8.801243207985564032e-01
-2.902010050251256601e+01,9.338400893278615555e-01,9.407008298332494300e-01,9.163347288507296406e-01,9.134931080039930817e-01,8.842791019024648369e-01
-2.846733668341708778e+01,9.340452222283497363e-01,9.426150105003309188e-01,9.206019285068931524e-01,9.176823767597986903e-01,8.884365711191177795e-01
-2.791457286432160956e+01,9.343863790644002520e-01,9.447435319954490263e-01,9.245015649484464859e-01,9.217771013108352340e-01,8.926475238187535632e-01
-2.736180904522613133e+01,9.349063575277847260e-01,9.470768703907830321e-01,9.279860973935689650e-01,9.257603649204937390e-01,8.969545335728867919e-01
-2.680904522613065666e+01,9.356476198793202137e-01,9.495930156336047645e-01,9.310204316797034974e-01,9.296234802053335855e-01,9.013867921024774077e-01
