x_solarhour,x_sun_alt,x_lat,solarhour,sun_alt,lat,solarhour_glm,sun_alt_glm,lat_glm
4.824120603015075,-53.81909547738693,-53.81909547738693,0.11192068205501657,0.003478929438245892,0.0033405906986982764,0.1158927696577098,0.0038895255064679887,0.0023376337713257745
4.944723618090452,-52.914572864321606,-52.914572864321606,0.11315571492041301,0.00363829804923799,0.003416957385939805,0.11723663704874723,0.004060350375488344,0.00269736291614012
5.065326633165829,-52.01005025125628,-52.01005025125628,0.11426896481261734,0.003801946382629413,0.003494237432105287,0.11844101106555427,0.004230500638924251,0.003042442078315504
5.185929648241205,-51.10552763819096,-51.10552763819096,0.1152590879036004,0.0039691860142902925,0.0035729557959902542,0.11950370023944193,0.004400168808184152,0.0033655396016854587
5.306532663316583,-50.201005025125625,-50.201005025125625,0.11612557868049353,0.004139087461422842,0.0036536444061549623,0.12042381531840753,0.004569511364693679,0.0036633650175232047
5.427135678391959,-49.2964824120603,-49.2964824120603,0.11686873794534863,0.004310613154668036,0.0037367735892719486,0.12120175634464839,0.004738563121364459,0.003936348290354958
5.547738693467337,-48.391959798994975,-48.391959798994975,0.11748959737448303,0.004482744539627373,0.0038226796444554615,0.12183912908961116,0.0049071906945724305,0.004187680245481668
5.668341708542713,-47.48743718592965,-47.48743718592965,0.11798980432528466,0.004654589806357296,0.003911505301944693,0.12233859528803115,0.0050750909983705095,0.004422055954831017
5.788944723618091,-46.58291457286432,-46.58291457286432,0.11837147403856024,0.00482546751162193,0.004003167115580289,0.12270366620125417,0.00524183351204369,0.004644469534271023
5.909547738693467,-45.678391959798994,-45.678391959798994,0.11863701942839192,0.004994963342848782,0.004097354803782855,0.12293845359760122,0.0054069379410975685,0.004859310975983837
6.030150753768844,-44.77386934673367,-44.77386934673367,0.1187889709209649,0.005162954210572098,0.004193557028037283,0.12304739584290295,0.005569971023185256,0.005069868695863631
6.150753768844221,-43.86934673366834,-43.86934673366834,0.11882980002209391,0.005329591739666459,0.004291101740851793,0.12303497906082464,0.0057306389673437595,0.005278206179540513
6.271356783919598,-42.96482412060301,-42.96482412060301,0.11876176026242247,0.005495241598233504,0.0043892003181872,0.12290547395652232,0.005888848634846496,0.005485299066273801
6.391959798994975,-42.06030150753769,-42.06030150753769,0.11858675782832237,0.005660386569084062,0.004486992110796114,0.12266270772892485,0.006044714438352236,0.005691300957217781
6.5125628140703515,-41.15577889447236,-41.15577889447236,0.11830626162526134,0.005825514486772543,0.004583594716235935,0.12230988753360843,0.0061985003652985215,0.0058958352897444015
6.633165829145728,-40.25125628140703,-40.25125628140703,0.11792125898112653,0.005991019107280549,0.00467816890173871,0.12184948740705685,0.0063505055972741375,0.006098256352735047
6.7537688442211055,-39.346733668341706,-39.346733668341706,0.11743225903149343,0.006157137366275492,0.0047700020015906085,0.12128320482511251,0.006500922863954191,0.0062978580669390905
6.874371859296482,-38.44221105527638,-38.44221105527638,0.11683934149247592,0.006323931622667928,0.004858601239693275,0.12061198672435243,0.006649713915490476,0.006494023198817112
6.994974874371859,-37.537688442211056,-37.537688442211056,0.11614224449385768,0.006491307853505214,0.004943775074637585,0.11983611853768295,0.006796549189622914,0.006686304194454905
7.115577889447236,-36.633165829145725,-36.633165829145725,0.11534048185376053,0.006659049571745715,0.005025674177851487,0.1189553642998957,0.006940844309477571,0.006874425070172773
7.236180904522612,-35.7286432160804,-35.7286432160804,0.1144334779781512,0.006826847883739271,0.005104769140252352,0.1179691417742112,0.007081895530612057,0.007058204199556655
7.35678391959799,-34.824120603015075,-34.824120603015075,0.11342070766984116,0.006994319115330501,0.005181758976405175,0.11687671430561503,0.007219078369754748,0.007237421335296495
7.477386934673366,-33.91959798994975,-33.91959798994975,0.11230182857994545,0.007161015629995113,0.005257426999897955,0.1156773809169411,0.007352043465762733,0.007411677929618448
7.597989949748744,-33.01507537688442,-33.01507537688442,0.11107679570031073,0.007326444389405905,0.005332479993039843,0.11437064797756809,0.0074808369022014865,0.007580312369206046
7.71859296482412,-32.11055276381909,-32.11055276381909,0.10974594992537827,0.007490106580161376,0.0054074150773545816,0.1129563692544452,0.007605896496831866,0.007742420800852016
7.839195979899497,-31.20603015075377,-31.20603015075377,0.10831007592913128,0.007651561317123941,0.005482452487958548,0.11143484578165523,0.00772792424795544,0.007897000534352059
7.959798994974874,-30.301507537688437,-30.301507537688437,0.10677042801533392,0.007810502861272449,0.005557552856909026,0.10980688209652184,0.007847687621667852,0.008043187900762474
8.080402010050252,-29.396984924623112,-29.396984924623112,0.10512872580644186,0.007966830840502034,0.005632510566766713,0.10807380034280228,0.007965833169075995,0.00818052238826595
8.201005025125628,-28.492462311557787,-28.492462311557787,0.10338712432368084,0.00812069077572234,0.00570708910700209,0.10623741794699951,0.008082788183035981,0.008309148791544853
8.321608040201005,-27.587939698492463,-27.587939698492463,0.10154816494488272,0.00827246756821729,0.0057811492564786935,0.10429999763647688,0.008198781733965165,0.008429877443053126
8.442211055276381,-26.68341708542713,-26.68341708542713,0.09961471481165547,0.008422724187974448,0.0058547225474957065,0.10226418027586076,0.00831395678908232,0.00854405900618359
8.562814070351758,-25.778894472361813,-25.778894472361813,0.09758990249930803,0.008572088178058934,0.005928001471670028,0.10013291135463531,0.00842850037422267,0.008653285469073398
8.683417085427136,-24.874371859296474,-24.874371859296474,0.09547705725684152,0.008721098465453879,0.006001248281601871,0.09790937114018089,0.008542711888936303,0.00875898634745348
8.804020100502512,-23.96984924623115,-23.96984924623115,0.09327965805402778,0.008870034987060212,0.006074655047317558,0.0955969168050052,0.008656964036667344,0.008862029304139155
8.924623115577889,-23.065326633165824,-23.065326633165824,0.0910012972110399,0.009018763852530424,0.006148206974722567,0.09319904258774551,0.008771567968654626,0.008962441935033231
9.045226130653266,-22.1608040201005,-22.1608040201005,0.08864566175029413,0.009166638050670091,0.006221601089397533,0.09071936158833985,0.008886603846818419,0.009059341533172038
9.165829145728642,-21.256281407035175,-21.256281407035175,0.08621653395190719,0.009312491888389288,0.0062942529888711015,0.08816161041133128,0.009001794275527749,0.009151101090511083
9.28643216080402,-20.35175879396985,-20.35175879396985,0.0837178110470429,0.009454750959538365,0.006365392988934492,0.0855296757608647,0.009116473600430166,0.00923571205920583
